Acetaminophen  ; Phenyltoloxamine citrate  ; Oral Capsule; Pseudoephedrine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenyltoloxamine citrate  ;; Pseudoephedrine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenyltoloxamine citrate  ; Oral Tablet;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; isometheptene  ;;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; isometheptene  ; Oral Solution;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ; Oral Tablet;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; phenyltoloxamine  ; Oral Tablet;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pyrilamine  ; Oral Tablet ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pyrilamine  ; Oral Tablet;;;;; ; pyridoxine  ; ; Riboflavin  ; ; Thiamine Mononitrate  ; ; Vitamin B   ; Oral Tablet;;;;;;;;
Acetaminophen  ; pamabrom  ;;;;;;;;;;;;;;;;;;;;;;
Antipyrine  ; Quinine  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; salicylamide  ; ;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Chlorpheniramine  ; ;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Ipecac  ; ;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Propoxyphene Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Hydrocodone Bitartrate  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Propoxyphene Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; salicylamide  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; salicylamide  ; Oral Capsule;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Magnesium Salicylate  ; Oral Tablet;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Ipecac  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Quinine  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; dihydrocodeine bitartrate  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; magnesium carbonate  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Magnesium Salicylate  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; propoxyphene napsylate  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Codeine  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Orphenadrine Citrate  ;; Codeine  ;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Orphenadrine  ;; Codeine  ;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Chlorpheniramine  ; Oral Capsule ; Codeine  ;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Orphenadrine Citrate  ; Oral Tablet; Phenylephrine bitartrate  ;;;;;;;;;;;;;;;;;;;;
Aspirin  ; cinnamedrine  ;; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;;
Belladonna Alkaloids  ; Ergotamine Tartrate  ;;;;;;;;;;;;;;;;;;;;;;
butalbital  ; Codeine Phosphate  ;;;;;;;;;;;;;;;;;;;;;;
Benzocaine  ; Camphor  ;; Iron-Dextran Complex ;; pantothenate ; pyridoxine ;;;;;;;;;;;;;;;;;
Benzyl Alcohol  ; Diphenhydramine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; magnesium carbonate  ;;;;;;;;;;;;;;;;;;;;;;
alginic acid  ; magnesium trisilicate  ;;;;;;;;;;;;;;;;;;;;;;
alginic acid  ; magnesium carbonate  ;;;;;;;;;;;;;;;;;;;;;;
Aluminum Hydroxide  ; Magnesium Hydroxide  ;;;;;;;;;;;;;;;;;;;;;;
Aluminum Hydroxide  ; Magnesium Hydroxide  ; Oral Suspension ;;;;;;;;;;;;;;;;;;;;;
aluminum magnesium silicate  ; Sodium Bicarbonate  ; Oral Suspension ;;;;;;;;;;;;;;;;;;;;;
aluminum magnesium silicate  ; Sodium Bicarbonate  ;; pantothenate ;; Riboflavin ; Thiamine ;;;;;;;;;;;;;;;;;
Arginine  ; Maca preparation  ;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Cholecalciferol  UNT ; ;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Copper Sulfate  ;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Cholecalciferol  UNT ;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Ferrous fumarate  ;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Cholecalciferol  ;;;;;;;;;;;;;;;;;;;;;;
Benzocaine  ; magnesium carbonate  ;;;;;;;;;;;;;;;;;;;;;;
bismuth subnitrate  ; magnesium carbonate  ;; Oral Suspension ;;;;;;;;;;;;;;;;;;;;
Boron  ; Cholecalciferol  UNT ;;;;;;;;;;;;;;;;;;;;;;
Calcium ascorbate  ; Cholecalciferol  UNT ;;;;;;;;;;;;;;;;;;;;;;
alpha-Tocopherol Acetate  UNT ; Cholecalciferol  UNT ; docosahexaenoic acid  ;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Cholecalciferol  UNT ;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Silicon Dioxide  ;;;;;;;;;;;;;;;;;;;;;;
Bilberry extract  ; Magnesium glycinate  ;;;;;;;;;;;;;;;;;;;;;;
Calcium Carbonate  ; Cholecalciferol  UNT Oral Capsule;;;;;;;;;;;;;;;;;;;;;;
Calcium Carbonate  ; Vitamin D  UNT Oral Tablet;; pyridoxine ;; Thiamine Oral Tablet;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Folic Acid  ; ;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; D-BIOTIN  ;;;;;;;;;;;;;;;;;;;;;;
Biotin  ; Folic Acid  ;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Echinacea purpurea extract  ;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Cholecalciferol  UNT ; ;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Cholecalciferol  UNT ;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Cupric oxide  ;;;;;;;;;;;;;;;;;;;;;;
Calcium ascorbate  ; Ferrous Asparto Glycinate  ; Succinic Acid ;;;;; ; Folic Acid  ; ; Niacinamide  ; ; Pyridoxine Hydrochloride  ; ; retinyl palmitate  UNT; ; Ribo;;;;;;;
Calcium ascorbate  ; Ferrous Asparto Glycinate  ; Succinic Acid ;;;;;;;;;;;;;;;;;;;;;
Calcium ascorbate  ; Ferrous Asparto Glycinate  ;;;;;;;;;;;;;;;;;;;;;;
Calcium ascorbate  ; Ferrous Asparto Glycinate  ; Vitamin B  Oral Tablet;;;;;;;;;;;;;;;;;;;;;
beta Sitosterol  ; Stigmasterol  ;;;;;;;;;;;;;;;;;;;;;;
Allantoin  ; Menthol  ;;;;;;;;;;;;;;;;;;;;;;
Allantoin  ; phenol  ;;;;;;;;;;;;;;;;;;;;;;
Allantoin  ; Hexylresorcinol  ;;;;;;;;;;;;;;;;;;;;;;
aluminum acetate  ; Menthol  ;;;;;;;;;;;;;;;;;;;;;;
Benzyl Alcohol  ; Menthol  ;;;;;;;;;;;;;;;;;;;;;;
Calamine  ; Diphenhydramine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;
Calamine  ; Pramoxine hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;
Benzocaine  ; Menthol  ;;;;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ; ;;;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ; ;;;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ;;;;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ; Topical Ointment;;;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ; Transdermal Patch;;;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ; Topical Gel;; Dextroamphetamine Sulfate  ;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ; Topical Solution;;;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ; Topical Spray ;;;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ; Topical Cream;;;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ; Topical Cream ;;;;;;;;;;;;;;;;;;;;;
Asafetida extract  ; Cascara sagrada  ;;;;;;;;;;;;;;;;;;;;;;
Camphor  ; methyl salicylate  ; Topical Solution;;;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ;;;;;;;;;;;;;;;;;;;;;;
Camphor  ; Menthol  ; Topical Spray;;;;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Phenylephrine  ; Oral Solution ; phenyltoloxamine  ;;;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Phenylephrine  ; Oral Solution;;;;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;;;
CARBETAPENTANE CITRATE  ; Phenylephrine Hydrochloride  ; Extended Release Tablet ;;;;;;;;;;;;;;;;;;;;;
CARBETAPENTANE CITRATE  ; Phenylephrine Hydrochloride  ; Oral Tablet;;;;;;;;;;;;;;;;;;;;;
 HR Acetaminophen  ; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; Oral Solution;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; Oral Solution ;;;;;;;;;;;;;;;;;;;;;
CARBETAPENTANE CITRATE  ; Phenylephrine Hydrochloride  ;; Scopolamine Hydrobromide  ;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Codeine Phosphate  ; Oral Capsule ;;;;;;;;;;;;;;;;;;;;;
Acetylcarnitine  ; coenzyme Q  ;;;;;;;;;;;;;;;;;;;;;;
Atropine Sulfate  ; DIPYRONE MAGNESIUM  ; ;;;;;;;;;;;;;;;;;;;;;
Caffeine  ; propyphenazone  ;;;;;;;;;;;;;;;;;;;;;;
Carboxymethylcellulose  ; Docusate Sodium  ;;;;;;;;;;;;;;;;;;;;;;
Capsicum extract  ; Ginger extract  ;;;;;;;;;;;;;;;;;;;;;;
Amylases  ; Endopeptidases  ;;;;;;;;;;;;;;;;;;;;;;
Amylases  UNT ; Endopeptidases  ; ;;;;;;;;;;;;;;;;;;;;;
Astemizole  ; Oxymetazoline  ;;;;;;;;;;;;;;;;;;;;;;
Benzocaine  ; Menthol  ;;;;;;;;;;;;;;;;;;;;;;
Benzocaine  ; Menthol  ; Lozenge;;;;;;;;;;;;;;;;;;;;;
Benzocaine  ; Menthol  ; Oral Lozenge;;;;;;;;;;;;;;;;;;;;;
Benzocaine  ; zinc chloride  ;;;;;;;;;;;;;;;;;;;;;;
Benzocaine  ; SULFACHRYSOIDINE SODIUM  ;;;;;;;;;;;;;;;;;;;;;;
Calcium Carbonate  ; Magnesium Oxide  ;;;;;;;;;;;;;;;;;;;;;;
Brompheniramine Maleate  ; Pseudoephedrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;
Brompheniramine Maleate  ; Phenylephrine Hydrochloride  ; Oral Solution;;;;;;;;;;;;;;;;;;;;;
Brompheniramine Maleate  ; Phenylephrine Hydrochloride  ; Oral Solution ;;;;;;;;;;;;;;;;;;;;;
chlophedianol hydrochloride  ; Phenylephrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;
chlophedianol hydrochloride  ; Pseudoephedrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;
chlophedianol hydrochloride  ; Pseudoephedrine Hydrochloride  ; Oral Solution ;;;;;;;;;;;;;;;;;;;;;
chlophedianol hydrochloride  ; Pseudoephedrine Hydrochloride  ; Oral Solution;;;;;;;;;;;;;;;;;;;;;
arachis oil  ; Dichlorobenzene  ; Oral Tablet; phenol  ;;;;;;;;;;;;;;;;;;;;
Allantoin  ; Neomycin  ;;;;;;;;;;;;;;;;;;;;;;
boric acid  ; Zinc Oxide  ;;;;;;;;;;;;;;;;;;;;;;
-phenylphenol  ; clorophene  ;;;;;;;;;;;;;;;;;;;;;;
Benzalkonium  ; Hydrocortisone  ;;;;;;;;;;;;;;;;;;;;;;
Benzalkonium Chloride  ; Pramoxine hydrochloride  ;;;;;;;;;;;;;;;;;;;;;;
Benzocaine  ; Zinc Oxide  ;;;;;;;;;;;;;;;;;;;;;;
Benzocaine  ; Hydrocortisone  ;;;;;;;;;;;;;;;;;;;;;;
Benzocaine  ; Isopropyl Alcohol  ;;;;;;;;;;;;;;;;;;;;;;
Cetylpyridinium Chloride  ; Triacetin  ;;;;;;;;;;;;;;;;;;;;;;
 HR Acetaminophen  ; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;;;
 HR Acetaminophen  ; Pseudoephedrine  ;;;;;;;;;;;;;;;;;;;;;;
 HR carbetapentane  ; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine  ; ; Methenamine  ;; Methylene blue  ; ;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ; ; Methenamine  ;; Methylene blue  ; ;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; ; Methenamine  ;; Methylene blue  ; ;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; ; Scopolamine Hydrobromide  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; ; Scopolamine Hydrobromide  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine  ; ; Scopolamine Hydrobromide  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ; ; Scopolamine Hydrobromide  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; ; Phenylephrine Tannate  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine  ; ; Phenylephrine Tannate  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ; Oral Tablet;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan  ;;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine  ; Oral Tablet;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan  ; Oral Solution;; ;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan  ; Oral Solution ;; Dextroamphetamine Sulfate  ;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan  ; Oral Tablet ;; Folic Acid ;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ; Oral Tablet ; Magnesium Oxide  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine  ;; Phenylephrine  ;;;; Magnesium Sulfate  ; ; manganese sulfate  ; ; Niacinamide  ; ; Riboflavin  ; ; Thiamine  ; ; Vitamin A  UNT ; Vitamin B   ;;;;;
Acetaminophen  ; Dextromethorphan  ; Oral Tablet; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan  ; Oral Capsule; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan  ; Oral Capsule ; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ; Oral Capsule ; Phenylephrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine  ; Oral Tablet ; Phenylephrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Guaifenesin  ;; Phenylephrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Codeine  ;; Phenylephrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Codeine Phosphate  ;; Phenylpropanolamine  ;; Pyrilamine  ; Oral Tablet;;;;;;;;;;;;;;;;;
Acetaminophen  ; Codeine Phosphate  ; Oral Capsule; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; Oral Capsule; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine  ; Oral Tablet ; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine  ; Oral Solution ; salicylamide  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine  ; Oral Solution; salicylamide  ;;;;;;;;;;;;;;;;;;;;
Ammonium Chloride  ; Codeine  ;; salicylamide  ;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Phenylpropanolamine  ;; salicylamide  ;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Pseudoephedrine  ;; salicylamide  ;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Dextromethorphan  ;; Vitamin B  ;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Dextromethorphan  ; Oral Tablet ;;;;; Folic Acid  ; ; Iron Carbonyl  ; ; Magnesium Oxide  ; ; Niacinamide  ; ; Pyridoxine Hydrochloride ;;;;;;;;
Aspirin  ; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Phenylpropanolamine  ; Oral Tablet;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Dextromethorphan  ; Oral Powder;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Phenylephrine  ; Oral Powder ;;;;;;;;;;;;;;;;;;;;;
Atropine  ; Hyoscyamine  ;;;;;; ; Iron Carbonyl  ; ; Vitamin B   ; Extended Release Tablet ;;;;;;;;;;;;
Belladonna Alkaloids  ; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;;;
Belladonna Alkaloids  ; Pseudoephedrine  ;;;;;;;;;;;;;;;;;;;;;;
biclotymol  ; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;;;
Bromhexine  ; Erythromycin  ;;;;;;;;;;;;;;;;;;;;;;
caramiphen  ; Isopropamide  ;;;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Phenylephrine  ; Oral Solution ;;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Phenylephrine  ; Oral Solution;;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Ephedrine  ;;;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Phenylephrine  ; Oral Suspension;;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Phenylephrine  ; Oral Suspension ;;;;;;;;;;;;;;;;;;;;;
 HR Atropine Sulfate  ; Hyoscyamine Sulfate  ; ;;;;;;;;;;;;;;;;;;;;;
 HR Atropine Sulfate  ; Hyoscyamine Sulfate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;
 HR Atropine Sulfate  ; Hyoscyamine Sulfate  ; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;;
 HR Atropine Sulfate  ; Hyoscyamine Sulfate  ;;;;;;;;;;;;;;;;;;;;;;
 HR Belladonna Alkaloids  ; Pseudoephedrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
 HR Belladonna Alkaloids  ; Pseudoephedrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
 HR Belladonna Alkaloids  ; Pseudoephedrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylpropanolamine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine Hydrochloride  ; ;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; salicylamide  ; ; Phenylephrine Hydrochloride  ; Docusate Sodium  ;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Guaifenesin  ;;; Docusate Sodium  ;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ;;; Enteric Coated Tablet;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine Hydrochloride  ;; Phenylephrine Hydrochloride  ; Extended Release Capsule; Phenylpropanolamine Hydrochloride  ; ;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine Hydrochloride  ; Oral Tablet; Phenylephrine Hydrochloride  ; Extended Release Capsule; Phenylpropanolamine Hydrochloride  ; ;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; Oral Capsule; Phenylephrine  ;; Pyrilamine  ; Oral Tablet;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; Oral Tablet; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; Oral Tablet ; Phenylephrine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; Oral Suspension; Phenylephrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; Oral Suspension ; Phenylephrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Dextromethorphan Hydrobromide  ; Oral Capsule ; Phenylephrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine Hydrochloride  ; Extended Release Oral Tablet; Phenylephrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine Hydrochloride  ; Extended Release Tablet; Phenylephrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Diphenhydramine Hydrochloride  ; Oral Tablet ; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Phenylephrine Hydrochloride  ; Oral Capsule; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ; Oral Tablet ; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ; Oral Tablet; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ; Extended Release Oral Tablet; Phenylpropanolamine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ; Extended Release Tablet; phenyltoloxamine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ; Extended Release Tablet ; phenyltoloxamine  ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Pseudoephedrine Hydrochloride  ;; phenyltoloxamine  ;;;;;;;;;;;;;;;;;;;;
Ammonium Chloride  ; Codeine Phosphate  ;; phenyltoloxamine  ;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Dextromethorphan Hydrobromide  ;; Pseudoephedrine  ;;;;;;;;;;;;;;;;;;;;
Atropine Sulfate  ; Hyoscyamine Sulfate  ; ; Pseudoephedrine  ;;;;;;;;;;;;;;;;;;;;
Atropine Sulfate  ; Hyoscyamine Sulfate  ; ; Pseudoephedrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Atropine Sulfate  ; Phenylpropanolamine Hydrochloride  ; ; Pseudoephedrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Atropine Sulfate  ; Hyoscyamine Sulfate  ; ; Pseudoephedrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Atropine Sulfate  ; Ephedrine hydrochloride  ; ; Pseudoephedrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Atropine Sulfate  ; Ephedrine hydrochloride  ; ; Pseudoephedrine Hydrochloride  ;;;;;;;;;;;;;;;;;;;;
Atropine Sulfate  ; Phenylephrine Hydrochloride  ; Topical Ointment; salicylamide  ;;;;;;;;;;;;;;;;;;;;
